id,title,body,label,created_at,text,title_clean,body_clean,text_clean
190,ConnectionError after 100 retries with async client,"Using httpx 3.0.1 on Python 3.10.
When the server is slow, I get `ConnectionError` after exactly 100 retries even though I set `TIMEOUT=30`.

Traceback:
```
ConnectionError: max retries exceeded
  File 'client.py', line 87
```",bug,2023-12-30T02:20:43Z,"ConnectionError after 100 retries with async client Using httpx 3.0.1 on Python 3.10.
When the server is slow, I get `ConnectionError` after exactly 100 retries even though I set `TIMEOUT=30`.

Traceback:
```
ConnectionError: max retries exceeded
  File 'client.py', line 87
```",ConnectionError after 100 retries with async client,"Using httpx 3.0.1 on Python 3.10. When the server is slow, I get [CODE] after exactly 100 retries even though I set [CODE] . Traceback: [CODE]","ConnectionError after 100 retries with async client ConnectionError after 100 retries with async client Using httpx 3.0.1 on Python 3.10. When the server is slow, I get [CODE] after exactly 100 retries even though I set [CODE] . Traceback: [CODE]"
154,encode raises AttributeError on macOS 14,,bug,2023-08-05T14:08:45Z,encode raises AttributeError on macOS 14 ,encode raises AttributeError on macOS 14,,encode raises AttributeError on macOS 14 encode raises AttributeError on macOS 14
51,Race condition in save under concurrent load,"Under concurrent requests (10 workers), `load` occasionally returns stale data or raises `RuntimeError: dictionary changed size`.

Reproduction script:
```python
import threading
threads = [threading.Thread(target=load) for _ in range(10)]
```
Version: 1.9.0",bug,2022-07-27T22:30:57Z,"Race condition in save under concurrent load Under concurrent requests (10 workers), `load` occasionally returns stale data or raises `RuntimeError: dictionary changed size`.

Reproduction script:
```python
import threading
threads = [threading.Thread(target=load) for _ in range(10)]
```
Version: 1.9.0",Race condition in save under concurrent load,"Under concurrent requests (10 workers), [CODE] occasionally returns stale data or raises [CODE] . Reproduction script: [CODE] Version: 1.9.0","Race condition in save under concurrent load Race condition in save under concurrent load Under concurrent requests (10 workers), [CODE] occasionally returns stale data or raises [CODE] . Reproduction script: [CODE] Version: 1.9.0"
160,ValueError when run receives empty input,"`load([])` raises `ValueError: list is empty` instead of returning an empty result.

Expected: return `[]`
Actual: raises exception

Version 3.0.1, Python 3.12",bug,2023-08-31T01:57:35Z,"ValueError when run receives empty input `load([])` raises `ValueError: list is empty` instead of returning an empty result.

Expected: return `[]`
Actual: raises exception

Version 3.0.1, Python 3.12",ValueError when run receives empty input,"[CODE] raises [CODE] instead of returning an empty result. Expected: return [CODE] Actual: raises exception Version 3.0.1, Python 3.12","ValueError when run receives empty input ValueError when run receives empty input [CODE] raises [CODE] instead of returning an empty result. Expected: return [CODE] Actual: raises exception Version 3.0.1, Python 3.12"
126,TypeError when calling save with bytes argument,"I'm using version 4.35.0. When I call `validate("""")` I get:
```
TypeError: expected DataFrame, got NoneType
```
This worked in v2.0.0. Steps to reproduce:
1. Install `pip install lib==4.35.0`
2. Run the attached script

OS: Ubuntu 22.04, Python: 3.11",bug,2023-04-27T15:51:06Z,"TypeError when calling save with bytes argument I'm using version 4.35.0. When I call `validate("""")` I get:
```
TypeError: expected DataFrame, got NoneType
```
This worked in v2.0.0. Steps to reproduce:
1. Install `pip install lib==4.35.0`
2. Run the attached script

OS: Ubuntu 22.04, Python: 3.11",TypeError when calling save with bytes argument,"I'm using version 4.35.0. When I call [CODE] I get: [CODE] This worked in v2.0.0. Steps to reproduce: 1. Install [CODE] 2. Run the attached script OS: Ubuntu 22.04, Python: 3.11","TypeError when calling save with bytes argument TypeError when calling save with bytes argument I'm using version 4.35.0. When I call [CODE] I get: [CODE] This worked in v2.0.0. Steps to reproduce: 1. Install [CODE] 2. Run the attached script OS: Ubuntu 22.04, Python: 3.11"
132,ValueError when encode receives empty input,"`transform([])` raises `ValueError: list is empty` instead of returning an empty result.

Expected: return `[]`
Actual: raises exception

Version 4.35.0, Python 3.11",bug,2023-05-13T21:29:53Z,"ValueError when encode receives empty input `transform([])` raises `ValueError: list is empty` instead of returning an empty result.

Expected: return `[]`
Actual: raises exception

Version 4.35.0, Python 3.11",ValueError when encode receives empty input,"[CODE] raises [CODE] instead of returning an empty result. Expected: return [CODE] Actual: raises exception Version 4.35.0, Python 3.11","ValueError when encode receives empty input ValueError when encode receives empty input [CODE] raises [CODE] instead of returning an empty result. Expected: return [CODE] Actual: raises exception Version 4.35.0, Python 3.11"
210,Memory leak in Session when processing large files,"I notice memory usage grows unboundedly when using `Session` to process files > 1000MB.

Profile output:
```
Session.process(): 2.3GB allocated, not released
```
Using pydantic 2.0.3, Ubuntu 22.04.",bug,2024-02-26T14:07:50Z,"Memory leak in Session when processing large files I notice memory usage grows unboundedly when using `Session` to process files > 1000MB.

Profile output:
```
Session.process(): 2.3GB allocated, not released
```
Using pydantic 2.0.3, Ubuntu 22.04.",Memory leak in Session when processing large files,"I notice memory usage grows unboundedly when using [CODE] to process files > 1000MB. Profile output: [CODE] Using pydantic 2.0.3, Ubuntu 22.04.","Memory leak in Session when processing large files Memory leak in Session when processing large files I notice memory usage grows unboundedly when using [CODE] to process files > 1000MB. Profile output: [CODE] Using pydantic 2.0.3, Ubuntu 22.04."
114,Add CLI command for migrate,"There's no CLI command to lint. Users currently have to write a Python script.

Proposed:
```bash
lib lint --input file.json --output out/
```

This would significantly improve the DX for non-Python users.",feature,2023-03-19T03:13:17Z,"Add CLI command for migrate There's no CLI command to lint. Users currently have to write a Python script.

Proposed:
```bash
lib lint --input file.json --output out/
```

This would significantly improve the DX for non-Python users.",Add CLI command for migrate,There's no CLI command to lint. Users currently have to write a Python script. Proposed: [CODE] This would significantly improve the DX for non-Python users.,Add CLI command for migrate Add CLI command for migrate There's no CLI command to lint. Users currently have to write a Python script. Proposed: [CODE] This would significantly improve the DX for non-Python users.
92,What is the recommended way to handle retry on timeout?,"I have a use case where I need to stream large responses. I see a few possible approaches:

1. Use `cached_model` — but I'm not sure if it's thread-safe
2. Use `new Client() per request` — seems more heavyweight

What is the recommended approach? Is there documentation I missed?",question,2022-12-29T14:37:06Z,"What is the recommended way to handle retry on timeout? I have a use case where I need to stream large responses. I see a few possible approaches:

1. Use `cached_model` — but I'm not sure if it's thread-safe
2. Use `new Client() per request` — seems more heavyweight

What is the recommended approach? Is there documentation I missed?",What is the recommended way to handle retry on timeout?,I have a use case where I need to stream large responses. I see a few possible approaches: 1. Use [CODE] — but I'm not sure if it's thread-safe 2. Use [CODE] — seems more heavyweight What is the recommended approach? Is there documentation I missed?,What is the recommended way to handle retry on timeout? What is the recommended way to handle retry on timeout? I have a use case where I need to stream large responses. I see a few possible approaches: 1. Use [CODE] — but I'm not sure if it's thread-safe 2. Use [CODE] — seems more heavyweight What is the recommended approach? Is there documentation I missed?
124,ConnectionError after 10 retries with async client,"Using httpx 0.110.0 on Python 3.10.
When the server is slow, I get `ConnectionError` after exactly 3 retries even though I set `TIMEOUT=60`.

Traceback:
```
ConnectionError: max retries exceeded
  File 'client.py', line 56
```",bug,2023-04-23T20:25:52Z,"ConnectionError after 10 retries with async client Using httpx 0.110.0 on Python 3.10.
When the server is slow, I get `ConnectionError` after exactly 3 retries even though I set `TIMEOUT=60`.

Traceback:
```
ConnectionError: max retries exceeded
  File 'client.py', line 56
```",ConnectionError after 10 retries with async client,"Using httpx 0.110.0 on Python 3.10. When the server is slow, I get [CODE] after exactly 3 retries even though I set [CODE] . Traceback: [CODE]","ConnectionError after 10 retries with async client ConnectionError after 10 retries with async client Using httpx 0.110.0 on Python 3.10. When the server is slow, I get [CODE] after exactly 3 retries even though I set [CODE] . Traceback: [CODE]"
72,Configurable chunk_size per request,,feature,2022-10-17T14:09:51Z,Configurable chunk_size per request ,Configurable chunk_size per request,,Configurable chunk_size per request Configurable chunk_size per request
34,ConnectionError after 1000 retries with async client,"Using pydantic 2.1.0 on Python 3.11.
When the server is slow, I get `ConnectionError` after exactly 3 retries even though I set `TIMEOUT=60`.

Traceback:
```
ConnectionError: max retries exceeded
  File 'client.py', line 56
```",bug,2022-05-24T07:28:52Z,"ConnectionError after 1000 retries with async client Using pydantic 2.1.0 on Python 3.11.
When the server is slow, I get `ConnectionError` after exactly 3 retries even though I set `TIMEOUT=60`.

Traceback:
```
ConnectionError: max retries exceeded
  File 'client.py', line 56
```",ConnectionError after 1000 retries with async client,"Using pydantic 2.1.0 on Python 3.11. When the server is slow, I get [CODE] after exactly 3 retries even though I set [CODE] . Traceback: [CODE]","ConnectionError after 1000 retries with async client ConnectionError after 1000 retries with async client Using pydantic 2.1.0 on Python 3.11. When the server is slow, I get [CODE] after exactly 3 retries even though I set [CODE] . Traceback: [CODE]"
43,Is batch export planned for a future release?,"I need streaming API for my project. I searched the issues and didn't find any existing discussion.

Is this something the maintainers are considering? If not, I might try to submit a PR.",question,2022-06-24T06:40:11Z,"Is batch export planned for a future release? I need streaming API for my project. I searched the issues and didn't find any existing discussion.

Is this something the maintainers are considering? If not, I might try to submit a PR.",Is batch export planned for a future release?,"I need streaming API for my project. I searched the issues and didn't find any existing discussion. Is this something the maintainers are considering? If not, I might try to submit a PR.","Is batch export planned for a future release? Is batch export planned for a future release? I need streaming API for my project. I searched the issues and didn't find any existing discussion. Is this something the maintainers are considering? If not, I might try to submit a PR."
69,ConnectionError after 100 retries with async client,"Using pydantic 1.9.0 on Python 3.11.
When the server is slow, I get `ConnectionError` after exactly 10 retries even though I set `TIMEOUT=60`.

Traceback:
```
ConnectionError: max retries exceeded
  File 'client.py', line 321
```",bug,2022-10-12T20:54:28Z,"ConnectionError after 100 retries with async client Using pydantic 1.9.0 on Python 3.11.
When the server is slow, I get `ConnectionError` after exactly 10 retries even though I set `TIMEOUT=60`.

Traceback:
```
ConnectionError: max retries exceeded
  File 'client.py', line 321
```",ConnectionError after 100 retries with async client,"Using pydantic 1.9.0 on Python 3.11. When the server is slow, I get [CODE] after exactly 10 retries even though I set [CODE] . Traceback: [CODE]","ConnectionError after 100 retries with async client ConnectionError after 100 retries with async client Using pydantic 1.9.0 on Python 3.11. When the server is slow, I get [CODE] after exactly 10 retries even though I set [CODE] . Traceback: [CODE]"
32,Add CLI command for migrate,"There's no CLI command to migrate. Users currently have to write a Python script.

Proposed:
```bash
lib migrate --input file.json --output out/
```

This would significantly improve the DX for non-Python users.",feature,2022-05-17T11:09:11Z,"Add CLI command for migrate There's no CLI command to migrate. Users currently have to write a Python script.

Proposed:
```bash
lib migrate --input file.json --output out/
```

This would significantly improve the DX for non-Python users.",Add CLI command for migrate,There's no CLI command to migrate. Users currently have to write a Python script. Proposed: [CODE] This would significantly improve the DX for non-Python users.,Add CLI command for migrate Add CLI command for migrate There's no CLI command to migrate. Users currently have to write a Python script. Proposed: [CODE] This would significantly improve the DX for non-Python users.
22,TypeError when calling process with list argument,"I'm using version 2.0.3. When I call `predict("""")` I get:
```
TypeError: expected int, got NoneType
```
This worked in v1.8.0. Steps to reproduce:
1. Install `pip install lib==2.0.3`
2. Run the attached script

OS: Ubuntu 22.04, Python: 3.12",bug,2022-03-18T00:22:38Z,"TypeError when calling process with list argument I'm using version 2.0.3. When I call `predict("""")` I get:
```
TypeError: expected int, got NoneType
```
This worked in v1.8.0. Steps to reproduce:
1. Install `pip install lib==2.0.3`
2. Run the attached script

OS: Ubuntu 22.04, Python: 3.12",TypeError when calling process with list argument,"I'm using version 2.0.3. When I call [CODE] I get: [CODE] This worked in v1.8.0. Steps to reproduce: 1. Install [CODE] 2. Run the attached script OS: Ubuntu 22.04, Python: 3.12","TypeError when calling process with list argument TypeError when calling process with list argument I'm using version 2.0.3. When I call [CODE] I get: [CODE] This worked in v1.8.0. Steps to reproduce: 1. Install [CODE] 2. Run the attached script OS: Ubuntu 22.04, Python: 3.12"
79,How to use Session with Starlette?,"I'm trying to integrate `Model` with `Flask` but I'm not sure how to configure it correctly.

My current code:
```python
from lib import Model
from Flask import App

app = App()
# How do I attach Model here?
```

Any examples or pointers would be helpful!",question,2022-11-09T01:28:07Z,"How to use Session with Starlette? I'm trying to integrate `Model` with `Flask` but I'm not sure how to configure it correctly.

My current code:
```python
from lib import Model
from Flask import App

app = App()
# How do I attach Model here?
```

Any examples or pointers would be helpful!",How to use Session with Starlette?,I'm trying to integrate [CODE] with [CODE] but I'm not sure how to configure it correctly. My current code: [CODE] Any examples or pointers would be helpful!,How to use Session with Starlette? How to use Session with Starlette? I'm trying to integrate [CODE] with [CODE] but I'm not sure how to configure it correctly. My current code: [CODE] Any examples or pointers would be helpful!
222,Add NDCG to metrics output,"The current metrics output includes accuracy and F1 but not latency_p99.

latency_p99 is important for our use case because regulatory compliance.

Would it be possible to add it as an optional output field?",feature,2024-04-06T23:58:13Z,"Add NDCG to metrics output The current metrics output includes accuracy and F1 but not latency_p99.

latency_p99 is important for our use case because regulatory compliance.

Would it be possible to add it as an optional output field?",Add NDCG to metrics output,The current metrics output includes accuracy and F1 but not latency_p99. latency_p99 is important for our use case because regulatory compliance. Would it be possible to add it as an optional output field?,Add NDCG to metrics output Add NDCG to metrics output The current metrics output includes accuracy and F1 but not latency_p99. latency_p99 is important for our use case because regulatory compliance. Would it be possible to add it as an optional output field?
226,ValueError when fit receives empty input,"`encode([])` raises `ValueError: list is empty` instead of returning an empty result.

Expected: return `[]`
Actual: raises exception

Version 3.0.1, Python 3.12",bug,2024-05-01T13:17:40Z,"ValueError when fit receives empty input `encode([])` raises `ValueError: list is empty` instead of returning an empty result.

Expected: return `[]`
Actual: raises exception

Version 3.0.1, Python 3.12",ValueError when fit receives empty input,"[CODE] raises [CODE] instead of returning an empty result. Expected: return [CODE] Actual: raises exception Version 3.0.1, Python 3.12","ValueError when fit receives empty input ValueError when fit receives empty input [CODE] raises [CODE] instead of returning an empty result. Expected: return [CODE] Actual: raises exception Version 3.0.1, Python 3.12"
91,Add support for JSON Lines export format,"It would be great to export results in `CSV` format in addition to the existing options.

Use case: I'm integrating with Grafana which only accepts CSV.

I'm happy to contribute a PR if the maintainers agree this is worth adding.",feature,2022-12-29T07:33:46Z,"Add support for JSON Lines export format It would be great to export results in `CSV` format in addition to the existing options.

Use case: I'm integrating with Grafana which only accepts CSV.

I'm happy to contribute a PR if the maintainers agree this is worth adding.",Add support for JSON Lines export format,It would be great to export results in [CODE] format in addition to the existing options. Use case: I'm integrating with Grafana which only accepts CSV. I'm happy to contribute a PR if the maintainers agree this is worth adding.,Add support for JSON Lines export format Add support for JSON Lines export format It would be great to export results in [CODE] format in addition to the existing options. Use case: I'm integrating with Grafana which only accepts CSV. I'm happy to contribute a PR if the maintainers agree this is worth adding.
206,Performance of run with large datasets,"I'm using `fit` on datasets with ~50M rows and it's quite slow (~120s per batch).

Is this expected? Are there any tips for improving performance — batching, parallelism, different parameters?",question,2024-02-03T10:38:13Z,"Performance of run with large datasets I'm using `fit` on datasets with ~50M rows and it's quite slow (~120s per batch).

Is this expected? Are there any tips for improving performance — batching, parallelism, different parameters?",Performance of run with large datasets,"I'm using [CODE] on datasets with ~50M rows and it's quite slow (~120s per batch). Is this expected? Are there any tips for improving performance — batching, parallelism, different parameters?","Performance of run with large datasets Performance of run with large datasets I'm using [CODE] on datasets with ~50M rows and it's quite slow (~120s per batch). Is this expected? Are there any tips for improving performance — batching, parallelism, different parameters?"
68,Support async context manager in Pipeline,"Currently `Model` only supports synchronous context managers (`with` statement).

It would be very useful to support `async with Model() as ctx:` for use in asyncio applications.

Related: #10",feature,2022-10-02T23:27:59Z,"Support async context manager in Pipeline Currently `Model` only supports synchronous context managers (`with` statement).

It would be very useful to support `async with Model() as ctx:` for use in asyncio applications.

Related: #10",Support async context manager in Pipeline,Currently [CODE] only supports synchronous context managers ( [CODE] statement). It would be very useful to support [CODE] for use in asyncio applications. Related: #10,Support async context manager in Pipeline Support async context manager in Pipeline Currently [CODE] only supports synchronous context managers ( [CODE] statement). It would be very useful to support [CODE] for use in asyncio applications. Related: #10
175,Plugin system for custom retriever,,feature,2023-10-16T05:53:33Z,Plugin system for custom retriever ,Plugin system for custom retriever,,Plugin system for custom retriever Plugin system for custom retriever
66,Getting started guide is outdated — still references v4.30.0 API,"The Getting Started guide at docs/quickstart.md still shows the v0.109.0 API:
```python
from lib import OldClient  # removed in v0.8.1
```
The new API is:
```python
from lib import Client
```
Could the docs be updated?",docs,2022-09-25T11:47:40Z,"Getting started guide is outdated — still references v4.30.0 API The Getting Started guide at docs/quickstart.md still shows the v0.109.0 API:
```python
from lib import OldClient  # removed in v0.8.1
```
The new API is:
```python
from lib import Client
```
Could the docs be updated?",Getting started guide is outdated — still references v4.30.0 API,The Getting Started guide at docs/quickstart.md still shows the v0.109.0 API: [CODE] The new API is: [CODE] Could the docs be updated?,Getting started guide is outdated — still references v4.30.0 API Getting started guide is outdated — still references v4.30.0 API The Getting Started guide at docs/quickstart.md still shows the v0.109.0 API: [CODE] The new API is: [CODE] Could the docs be updated?
207,encode raises AttributeError on Windows 11,"Reproduction:
```python
from lib import Cache
obj = Cache()
obj.validate()  # AttributeError: 'Cache' has no attribute 'read'
```
Works fine on macOS, fails on macOS 14. Version 2.1.0.",bug,2024-02-07T21:35:26Z,"encode raises AttributeError on Windows 11 Reproduction:
```python
from lib import Cache
obj = Cache()
obj.validate()  # AttributeError: 'Cache' has no attribute 'read'
```
Works fine on macOS, fails on macOS 14. Version 2.1.0.",encode raises AttributeError on Windows 11,"Reproduction: [CODE] Works fine on macOS, fails on macOS 14. Version 2.1.0.","encode raises AttributeError on Windows 11 encode raises AttributeError on Windows 11 Reproduction: [CODE] Works fine on macOS, fails on macOS 14. Version 2.1.0."
57,Configurable temperature per request,"Currently `chunk_size` is set globally at initialization time. It would be helpful to override it per-request.

Proposed API:
```python
client.call(data, chunk_size=512)
```",feature,2022-08-19T15:20:50Z,"Configurable temperature per request Currently `chunk_size` is set globally at initialization time. It would be helpful to override it per-request.

Proposed API:
```python
client.call(data, chunk_size=512)
```",Configurable temperature per request,Currently [CODE] is set globally at initialization time. It would be helpful to override it per-request. Proposed API: [CODE],Configurable temperature per request Configurable temperature per request Currently [CODE] is set globally at initialization time. It would be helpful to override it per-request. Proposed API: [CODE]
185,Add NDCG to metrics output,"The current metrics output includes accuracy and F1 but not precision@k.

precision@k is important for our use case because our SLA requirements.

Would it be possible to add it as an optional output field?",feature,2023-12-24T17:40:19Z,"Add NDCG to metrics output The current metrics output includes accuracy and F1 but not precision@k.

precision@k is important for our use case because our SLA requirements.

Would it be possible to add it as an optional output field?",Add NDCG to metrics output,The current metrics output includes accuracy and F1 but not precision@k. precision@k is important for our use case because our SLA requirements. Would it be possible to add it as an optional output field?,Add NDCG to metrics output Add NDCG to metrics output The current metrics output includes accuracy and F1 but not precision@k. precision@k is important for our use case because our SLA requirements. Would it be possible to add it as an optional output field?
74,How to use Cache with FastAPI?,"I'm trying to integrate `Cache` with `Celery` but I'm not sure how to configure it correctly.

My current code:
```python
from lib import Cache
from Celery import App

app = App()
# How do I attach Cache here?
```

Any examples or pointers would be helpful!",question,2022-10-26T20:44:23Z,"How to use Cache with FastAPI? I'm trying to integrate `Cache` with `Celery` but I'm not sure how to configure it correctly.

My current code:
```python
from lib import Cache
from Celery import App

app = App()
# How do I attach Cache here?
```

Any examples or pointers would be helpful!",How to use Cache with FastAPI?,I'm trying to integrate [CODE] with [CODE] but I'm not sure how to configure it correctly. My current code: [CODE] Any examples or pointers would be helpful!,How to use Cache with FastAPI? How to use Cache with FastAPI? I'm trying to integrate [CODE] with [CODE] but I'm not sure how to configure it correctly. My current code: [CODE] Any examples or pointers would be helpful!
45,How to use Loader with Django?,"I'm trying to integrate `Pipeline` with `Starlette` but I'm not sure how to configure it correctly.

My current code:
```python
from lib import Pipeline
from Starlette import App

app = App()
# How do I attach Pipeline here?
```

Any examples or pointers would be helpful!",question,2022-06-26T22:22:27Z,"How to use Loader with Django? I'm trying to integrate `Pipeline` with `Starlette` but I'm not sure how to configure it correctly.

My current code:
```python
from lib import Pipeline
from Starlette import App

app = App()
# How do I attach Pipeline here?
```

Any examples or pointers would be helpful!",How to use Loader with Django?,I'm trying to integrate [CODE] with [CODE] but I'm not sure how to configure it correctly. My current code: [CODE] Any examples or pointers would be helpful!,How to use Loader with Django? How to use Loader with Django? I'm trying to integrate [CODE] with [CODE] but I'm not sure how to configure it correctly. My current code: [CODE] Any examples or pointers would be helpful!
302,Memory leak in Encoder when processing large files,"I notice memory usage grows unboundedly when using `Cache` to process files > 1000MB.

Profile output:
```
Cache.process(): 2.3GB allocated, not released
```
Using httpx 0.110.0, Ubuntu 22.04.",bug,2024-08-06T16:49:03Z,"Memory leak in Encoder when processing large files I notice memory usage grows unboundedly when using `Cache` to process files > 1000MB.

Profile output:
```
Cache.process(): 2.3GB allocated, not released
```
Using httpx 0.110.0, Ubuntu 22.04.",Memory leak in Encoder when processing large files,"I notice memory usage grows unboundedly when using [CODE] to process files > 1000MB. Profile output: [CODE] Using httpx 0.110.0, Ubuntu 22.04.","Memory leak in Encoder when processing large files Memory leak in Encoder when processing large files I notice memory usage grows unboundedly when using [CODE] to process files > 1000MB. Profile output: [CODE] Using httpx 0.110.0, Ubuntu 22.04."
254,Performance of save with large datasets,"I'm using `fit` on datasets with ~50M rows and it's quite slow (~30s per batch).

Is this expected? Are there any tips for improving performance — batching, parallelism, different parameters?",question,2024-08-07T04:51:13Z,"Performance of save with large datasets I'm using `fit` on datasets with ~50M rows and it's quite slow (~30s per batch).

Is this expected? Are there any tips for improving performance — batching, parallelism, different parameters?",Performance of save with large datasets,"I'm using [CODE] on datasets with ~50M rows and it's quite slow (~30s per batch). Is this expected? Are there any tips for improving performance — batching, parallelism, different parameters?","Performance of save with large datasets Performance of save with large datasets I'm using [CODE] on datasets with ~50M rows and it's quite slow (~30s per batch). Is this expected? Are there any tips for improving performance — batching, parallelism, different parameters?"
109,TypeError when calling process with tensor argument,"I'm using version 0.8.1. When I call `parse(0)` I get:
```
TypeError: expected bytes, got NoneType
```
This worked in v0.109.0. Steps to reproduce:
1. Install `pip install lib==0.8.1`
2. Run the attached script

OS: Ubuntu 22.04, Python: 3.12",bug,2023-03-02T19:10:02Z,"TypeError when calling process with tensor argument I'm using version 0.8.1. When I call `parse(0)` I get:
```
TypeError: expected bytes, got NoneType
```
This worked in v0.109.0. Steps to reproduce:
1. Install `pip install lib==0.8.1`
2. Run the attached script

OS: Ubuntu 22.04, Python: 3.12",TypeError when calling process with tensor argument,"I'm using version 0.8.1. When I call [CODE] I get: [CODE] This worked in v0.109.0. Steps to reproduce: 1. Install [CODE] 2. Run the attached script OS: Ubuntu 22.04, Python: 3.12","TypeError when calling process with tensor argument TypeError when calling process with tensor argument I'm using version 0.8.1. When I call [CODE] I get: [CODE] This worked in v0.109.0. Steps to reproduce: 1. Install [CODE] 2. Run the attached script OS: Ubuntu 22.04, Python: 3.12"
99,transform raises AttributeError on macOS 14,"Reproduction:
```python
from lib import Client
obj = Client()
obj.fit()  # AttributeError: 'Client' has no attribute 'flush'
```
Works fine on macOS, fails on macOS 14. Version 0.110.0.",bug,2023-01-18T21:01:24Z,"transform raises AttributeError on macOS 14 Reproduction:
```python
from lib import Client
obj = Client()
obj.fit()  # AttributeError: 'Client' has no attribute 'flush'
```
Works fine on macOS, fails on macOS 14. Version 0.110.0.",transform raises AttributeError on macOS 14,"Reproduction: [CODE] Works fine on macOS, fails on macOS 14. Version 0.110.0.","transform raises AttributeError on macOS 14 transform raises AttributeError on macOS 14 Reproduction: [CODE] Works fine on macOS, fails on macOS 14. Version 0.110.0."
198,How to use Cache with Flask?,"I'm trying to integrate `Processor` with `FastAPI` but I'm not sure how to configure it correctly.

My current code:
```python
from lib import Processor
from FastAPI import App

app = App()
# How do I attach Processor here?
```

Any examples or pointers would be helpful!",question,2024-01-15T01:44:10Z,"How to use Cache with Flask? I'm trying to integrate `Processor` with `FastAPI` but I'm not sure how to configure it correctly.

My current code:
```python
from lib import Processor
from FastAPI import App

app = App()
# How do I attach Processor here?
```

Any examples or pointers would be helpful!",How to use Cache with Flask?,I'm trying to integrate [CODE] with [CODE] but I'm not sure how to configure it correctly. My current code: [CODE] Any examples or pointers would be helpful!,How to use Cache with Flask? How to use Cache with Flask? I'm trying to integrate [CODE] with [CODE] but I'm not sure how to configure it correctly. My current code: [CODE] Any examples or pointers would be helpful!
128,Race condition in fit under concurrent load,"Under concurrent requests (10 workers), `load` occasionally returns stale data or raises `RuntimeError: dictionary changed size`.

Reproduction script:
```python
import threading
threads = [threading.Thread(target=load) for _ in range(10)]
```
Version: 1.9.0",bug,2023-04-29T19:26:14Z,"Race condition in fit under concurrent load Under concurrent requests (10 workers), `load` occasionally returns stale data or raises `RuntimeError: dictionary changed size`.

Reproduction script:
```python
import threading
threads = [threading.Thread(target=load) for _ in range(10)]
```
Version: 1.9.0",Race condition in fit under concurrent load,"Under concurrent requests (10 workers), [CODE] occasionally returns stale data or raises [CODE] . Reproduction script: [CODE] Version: 1.9.0","Race condition in fit under concurrent load Race condition in fit under concurrent load Under concurrent requests (10 workers), [CODE] occasionally returns stale data or raises [CODE] . Reproduction script: [CODE] Version: 1.9.0"
12,Is plugin hooks planned for a future release?,"I need plugin hooks for my project. I searched the issues and didn't find any existing discussion.

Is this something the maintainers are considering? If not, I might try to submit a PR.",question,2022-02-20T14:29:47Z,"Is plugin hooks planned for a future release? I need plugin hooks for my project. I searched the issues and didn't find any existing discussion.

Is this something the maintainers are considering? If not, I might try to submit a PR.",Is plugin hooks planned for a future release?,"I need plugin hooks for my project. I searched the issues and didn't find any existing discussion. Is this something the maintainers are considering? If not, I might try to submit a PR.","Is plugin hooks planned for a future release? Is plugin hooks planned for a future release? I need plugin hooks for my project. I searched the issues and didn't find any existing discussion. Is this something the maintainers are considering? If not, I might try to submit a PR."
96,Configurable chunk_size per request,,feature,2023-01-11T10:53:38Z,Configurable chunk_size per request ,Configurable chunk_size per request,,Configurable chunk_size per request Configurable chunk_size per request
237,Add example for streaming large files to cookbook,"The cookbook covers basic usage but doesn't have an example for hot-reloading models.

This is a common pattern and I had to figure it out by reading the source. A short example would save others the same time.",docs,2024-06-02T03:06:20Z,"Add example for streaming large files to cookbook The cookbook covers basic usage but doesn't have an example for hot-reloading models.

This is a common pattern and I had to figure it out by reading the source. A short example would save others the same time.",Add example for streaming large files to cookbook,The cookbook covers basic usage but doesn't have an example for hot-reloading models. This is a common pattern and I had to figure it out by reading the source. A short example would save others the same time.,Add example for streaming large files to cookbook Add example for streaming large files to cookbook The cookbook covers basic usage but doesn't have an example for hot-reloading models. This is a common pattern and I had to figure it out by reading the source. A short example would save others the same time.
150,Plugin system for custom cache,"Would love to see a plugin system so third-party packages can register custom `cache` implementations.

Something like:
```python
@lib.register_plugin('cache')
class MySession(BaseRetriever):
    ...
```",feature,2023-07-14T17:39:09Z,"Plugin system for custom cache Would love to see a plugin system so third-party packages can register custom `cache` implementations.

Something like:
```python
@lib.register_plugin('cache')
class MySession(BaseRetriever):
    ...
```",Plugin system for custom cache,Would love to see a plugin system so third-party packages can register custom [CODE] implementations. Something like: [CODE],Plugin system for custom cache Plugin system for custom cache Would love to see a plugin system so third-party packages can register custom [CODE] implementations. Something like: [CODE]
6,Performance of parse with large datasets,,question,2022-02-12T09:40:57Z,Performance of parse with large datasets ,Performance of parse with large datasets,,Performance of parse with large datasets Performance of parse with large datasets
